ID,Phylum
t2509601044,Proteobacteria
t637000317,Proteobacteria
t2511231127,Proteobacteria
t649633099,Proteobacteria
t644736410,Proteobacteria
t2510917000,Proteobacteria
t647533238,Proteobacteria
t643692051,Proteobacteria
t2506783063,Proteobacteria
t2505679009,Proteobacteria
t2512875033,Proteobacteria
t643348585,Proteobacteria
t646564584,Proteobacteria
t2506520043,Proteobacteria
t637000324,Proteobacteria
t2508501107,Proteobacteria
t2508501051,Proteobacteria
t2506783059,Proteobacteria
t637000325,Proteobacteria
t646564585,Proteobacteria
t651053077,Proteobacteria
t2510065015,Proteobacteria
t2509276036,Proteobacteria
t2508501048,Proteobacteria
t2506520049,Proteobacteria
t643692052,Proteobacteria
t649633106,Proteobacteria
t644736413,Proteobacteria
t639633065,Proteobacteria
t638341222,Proteobacteria
t647000332,Proteobacteria
t650716104,Proteobacteria
t649990028,Proteobacteria
t641380451,Proteobacteria
t649990029,Proteobacteria
t640963020,Proteobacteria
t640196212,Proteobacteria
t640963003,Proteobacteria
t647533244,Proteobacteria
t640963005,Proteobacteria
t645058808,Proteobacteria
t645058741,Proteobacteria
t645058746,Proteobacteria
t647000333,Proteobacteria
t2512564028,Proteobacteria
t647000334,Proteobacteria
t651053078,Proteobacteria
t643692053,Proteobacteria
t640963019,Proteobacteria
t643692054,Proteobacteria
t638341224,Proteobacteria
t640963004,Proteobacteria
t640963021,Proteobacteria
t640963006,Proteobacteria
t637000333,Proteobacteria
t646862349,Proteobacteria
t640427151,Proteobacteria
t647000335,Proteobacteria
t638341226,Proteobacteria
t645058806,Proteobacteria
t645058805,Proteobacteria
t645058807,Proteobacteria
t638341227,Proteobacteria
t638341228,Proteobacteria
t645058804,Proteobacteria
t2511231085,Proteobacteria
t645058798,Proteobacteria
t647000336,Proteobacteria
t637000334,Proteobacteria
t642555167,Proteobacteria
t650377984,Proteobacteria
t2511231097,Proteobacteria
t647000337,Proteobacteria
t647000338,Proteobacteria
t640753058,Proteobacteria
t640963010,Proteobacteria
t2512047077,Proteobacteria
t647000339,Proteobacteria
t647000340,Proteobacteria
t647000341,Proteobacteria
t645951853,Proteobacteria
t645951841,Proteobacteria
t2512047078,Proteobacteria
t647000342,Proteobacteria
t647533245,Proteobacteria
t648276755,Proteobacteria
t640963009,Proteobacteria
t648276756,Proteobacteria
t648276757,Proteobacteria
t648276758,Proteobacteria
t637000335,Proteobacteria
t2512047079,Proteobacteria
t640963038,Proteobacteria
t649990030,Proteobacteria
t2511231129,Proteobacteria
t638341229,Proteobacteria
t646311966,Proteobacteria
t638341230,Proteobacteria
t2512047080,Proteobacteria
t647000343,Proteobacteria
t647000344,Proteobacteria
t638341231,Proteobacteria
t643348587,Proteobacteria
t2512047081,Proteobacteria
t637000336,Proteobacteria
t649633107,Proteobacteria
t637000337,Proteobacteria
t640963044,Proteobacteria
t637000338,Proteobacteria
t2511231135,Proteobacteria
t637000340,Proteobacteria
t642979308,Proteobacteria
t642555168,Proteobacteria
t638341232,Proteobacteria
t637000339,Proteobacteria
t638341233,Proteobacteria
t638341234,Proteobacteria
t643692055,Proteobacteria
t643886011,Proteobacteria
t637000341,Proteobacteria
t640753059,Proteobacteria
t646311967,Proteobacteria
t637000342,Proteobacteria
t2511231060,Proteobacteria
t637000343,Proteobacteria
t637000344,Proteobacteria
t642555169,Proteobacteria
t637000345,Proteobacteria
t647000345,Proteobacteria
t2511231136,Proteobacteria
t647000346,Proteobacteria
t647000347,Proteobacteria
t647000348,Proteobacteria
t651324109,Proteobacteria
t637000347,Proteobacteria
t641736188,Proteobacteria
t637000346,Proteobacteria
t642555170,Proteobacteria
t651324110,Proteobacteria
t651324111,Proteobacteria
t646564589,Proteobacteria
t649633108,Proteobacteria
t637000348,Proteobacteria
t638341237,Proteobacteria
t641522659,Proteobacteria
t641522660,Proteobacteria
t637000349,Proteobacteria
t648231719,Proteobacteria
t638341236,Proteobacteria
t2509601014,Proteobacteria
t645058792,Proteobacteria
t638341238,Proteobacteria
t640069335,Proteobacteria
t650716106,Proteobacteria
t651053079,Proteobacteria
t638341239,Proteobacteria
t638341240,Proteobacteria
t645058790,Proteobacteria
t638341241,Proteobacteria
t2511231145,Proteobacteria
t641228512,Proteobacteria
t637000350,Proteobacteria
t640963031,Proteobacteria
t637000351,Proteobacteria
t646862350,Proteobacteria
t646862351,Proteobacteria
t641736211,Proteobacteria
t637000352,Proteobacteria
t647000349,Proteobacteria
t650377987,Proteobacteria
t637000353,Proteobacteria
t645058759,Proteobacteria
t645058767,Proteobacteria
t640427152,Proteobacteria
t646564590,Proteobacteria
t641736242,Proteobacteria
t641736244,Proteobacteria
t641736248,Proteobacteria
t641736243,Proteobacteria
t637000354,Proteobacteria
t641736228,Proteobacteria
t638341243,Proteobacteria
t645058768,Proteobacteria
t641736247,Proteobacteria
t645058769,Proteobacteria
t640753060,Proteobacteria
t637000355,Proteobacteria
t642555171,Proteobacteria
t641522661,Proteobacteria
t645058789,Proteobacteria
t645058791,Proteobacteria
t646311969,Proteobacteria
t645058785,Proteobacteria
t637000356,Proteobacteria
t650716107,Proteobacteria
t647533247,Proteobacteria
t648276759,Proteobacteria
t638341245,Proteobacteria
t651324112,Proteobacteria
t651324113,Proteobacteria
t651324114,Proteobacteria
t647533248,Proteobacteria
t2511231104,Proteobacteria
t643692020,Thermi
t641228488,Thermi
t2509276064,Thermi
t649633034,Thermi
t2509276065,Thermi
t2508501115,Thermi
t649633035,Thermi
t637000092,Thermi
t2504643006,Thermi
t2510065032,Thermi
t646564545,Thermi
t646564546,Thermi
t649633077,Thermi
t645058872,Thermi
t2508501045,Thermi
t649633105,Thermi
t637000322,Thermi
t637000323,Thermi
t2508501108,Thermi
t2505679077,Thermi
t646564586,Thermi
t642555120,Chlorobi
t637000072,Chlorobi
t638341060,Chlorobi
t642555121,Chlorobi
t642555122,Chlorobi
t639633020,Chlorobi
t640427130,Chlorobi
t637000073,Chlorobi
t642555123,Chlorobi
t637000205,Chlorobi
t642555146,Chlorobi
t642555149,Chlorobi
t643692001,Acidobacteria
t2512047033,Acidobacteria
t648276601,Acidobacteria
t649633002,Acidobacteria
t2509601028,Acidobacteria
t637000001,Acidobacteria
t639633060,Acidobacteria
t2510461070,Acidobacteria
t649633100,Acidobacteria
t646564501,Euryarchaeota
t647533100,Euryarchaeota
t638154502,Euryarchaeota
t646311906,Euryarchaeota
t640753014,Euryarchaeota
t646564534,Euryarchaeota
t638341092,Euryarchaeota
t649989953,Euryarchaeota
t648028029,Euryarchaeota
t638154503,Euryarchaeota
t641522631,Euryarchaeota
t638154504,Euryarchaeota
t646564536,Euryarchaeota
t649633053,Euryarchaeota
t644736372,Euryarchaeota
t651053028,Euryarchaeota
t637000129,Euryarchaeota
t651324042,Euryarchaeota
t644736373,Euryarchaeota
t643692025,Euryarchaeota
t646311934,Euryarchaeota
t650716052,Euryarchaeota
t650716053,Euryarchaeota
t646311943,Euryarchaeota
t643886144,Euryarchaeota
t643886215,Euryarchaeota
t640427121,Euryarchaeota
t644736385,Euryarchaeota
t646564547,Euryarchaeota
t638154505,Euryarchaeota
t646564548,Euryarchaeota
t646311944,Euryarchaeota
t646311945,Euryarchaeota
t640427153,Euryarchaeota
t637000161,Euryarchaeota
t640753034,Euryarchaeota
t640069316,Euryarchaeota
t641228496,Euryarchaeota
t640753035,Euryarchaeota
t638154506,Euryarchaeota
t640753036,Euryarchaeota
t646564549,Euryarchaeota
t640069317,Euryarchaeota
t640069318,Euryarchaeota
t648028039,Euryarchaeota
t646564550,Euryarchaeota
t648028040,Euryarchaeota
t638154507,Euryarchaeota
t650716054,Euryarchaeota
t639633038,Euryarchaeota
t638154508,Euryarchaeota
t637000162,Euryarchaeota
t638154509,Euryarchaeota
t637000163,Euryarchaeota
t643348525,Euryarchaeota
t637000164,Euryarchaeota
t648028041,Euryarchaeota
t638154510,Euryarchaeota
t650716055,Euryarchaeota
t649633067,Euryarchaeota
t650716056,Euryarchaeota
t646564555,Euryarchaeota
t637000187,Euryarchaeota
t638154512,Euryarchaeota
t638154514,Euryarchaeota
t638154515,Euryarchaeota
t638154516,Euryarchaeota
t650716079,Euryarchaeota
t650716080,Euryarchaeota
t650716096,Euryarchaeota
t644736411,Euryarchaeota
t638154520,Euryarchaeota
t643348580,Euryarchaeota
t644736412,Euryarchaeota
t650716097,Euryarchaeota
t647533240,Euryarchaeota
t638154521,Euryarchaeota
t638154522,Euryarchaeota
t643886181,Firmicutes
t648276600,Firmicutes
t2510461053,Firmicutes
t2512047040,Firmicutes
t648028002,Firmicutes
t651324002,Firmicutes
t646311901,Firmicutes
t2511231106,Firmicutes
t643886056,Firmicutes
t650716005,Firmicutes
t647000207,Firmicutes
t642979336,Firmicutes
t644736325,Firmicutes
t2511231141,Firmicutes
t640753002,Firmicutes
t641228475,Firmicutes
t646311904,Firmicutes
t651324009,Firmicutes
t642979323,Firmicutes
t643886145,Firmicutes
t644736326,Firmicutes
t643886055,Firmicutes
t645058761,Firmicutes
t641736193,Firmicutes
t641736227,Firmicutes
t649989907,Firmicutes
t641736271,Firmicutes
t643348508,Firmicutes
t2511231119,Firmicutes
t649633008,Firmicutes
t640753005,Firmicutes
t651053001,Firmicutes
t651053002,Firmicutes
t2511231180,Firmicutes
t641736251,Firmicutes
t641736158,Firmicutes
t643692005,Firmicutes
t641736155,Firmicutes
t641736159,Firmicutes
t641736250,Firmicutes
t641736173,Firmicutes
t645058778,Firmicutes
t638341011,Firmicutes
t637000014,Firmicutes
t637000013,Firmicutes
t645058773,Firmicutes
t643692006,Firmicutes
t648028007,Firmicutes
t645058779,Firmicutes
t645058771,Firmicutes
t637000015,Firmicutes
t641736138,Firmicutes
t645058772,Firmicutes
t645058774,Firmicutes
t649633009,Firmicutes
t649633010,Firmicutes
t643692007,Firmicutes
t641736135,Firmicutes
t643886037,Firmicutes
t643886161,Firmicutes
t641736134,Firmicutes
t643886178,Firmicutes
t643886177,Firmicutes
t643886176,Firmicutes
t643348510,Firmicutes
t643886180,Firmicutes
t643886031,Firmicutes
t643886179,Firmicutes
t643348511,Firmicutes
t643886035,Firmicutes
t637000016,Firmicutes
t637000017,Firmicutes
t643886033,Firmicutes
t643348512,Firmicutes
t643886162,Firmicutes
t643886163,Firmicutes
t643886165,Firmicutes
t643886164,Firmicutes
t643886036,Firmicutes
t637000018,Firmicutes
t643886101,Firmicutes
t638341012,Firmicutes
t643348513,Firmicutes
t641736136,Firmicutes
t643886038,Firmicutes
t2511231081,Firmicutes
t641736141,Firmicutes
t643348514,Firmicutes
t643886032,Firmicutes
t643886123,Firmicutes
t643886160,Firmicutes
t643886159,Firmicutes
t643886158,Firmicutes
t643886157,Firmicutes
t643886026,Firmicutes
t643886105,Firmicutes
t643886156,Firmicutes
t648276622,Firmicutes
t641736182,Firmicutes
t640753006,Firmicutes
t643886042,Firmicutes
t643886166,Firmicutes
t637000019,Firmicutes
t650716010,Firmicutes
t645058869,Firmicutes
t642979338,Firmicutes
t637000020,Firmicutes
t639279303,Firmicutes
t639279304,Firmicutes
t646564507,Firmicutes
t646564508,Firmicutes
t2511231161,Firmicutes
t643886175,Firmicutes
t643886174,Firmicutes
t643886173,Firmicutes
t646311908,Firmicutes
t643886172,Firmicutes
t642791616,Firmicutes
t640753007,Firmicutes
t646564509,Firmicutes
t2506520047,Firmicutes
t649989909,Firmicutes
t640612200,Firmicutes
t649989910,Firmicutes
t649989911,Firmicutes
t638341014,Firmicutes
t640963033,Firmicutes
t649633011,Firmicutes
t643886130,Firmicutes
t650377907,Firmicutes
t647000211,Firmicutes
t2511231064,Firmicutes
t648028008,Firmicutes
t643886132,Firmicutes
t646311909,Firmicutes
t643886131,Firmicutes
t2511231173,Firmicutes
t643886129,Firmicutes
t639633008,Firmicutes
t646564510,Firmicutes
t643886171,Firmicutes
t643886094,Firmicutes
t643886092,Firmicutes
t651053003,Firmicutes
t643886086,Firmicutes
t643886085,Firmicutes
t643886096,Firmicutes
t638341015,Firmicutes
t637000023,Firmicutes
t643886087,Firmicutes
t643886088,Firmicutes
t643886090,Firmicutes
t643886126,Firmicutes
t643886093,Firmicutes
t643886089,Firmicutes
t643886091,Firmicutes
t643886071,Firmicutes
t650377908,Firmicutes
t646564511,Firmicutes
t641228477,Firmicutes
t642979337,Firmicutes
t643886146,Firmicutes
t643886199,Firmicutes
t643692011,Firmicutes
t651324016,Firmicutes
t643886107,Firmicutes
t647000218,Firmicutes
t645951834,Firmicutes
t650377919,Firmicutes
t648028012,Firmicutes
t651324017,Firmicutes
t2510065085,Firmicutes
t643692002,Firmicutes
t649633022,Firmicutes
t649633023,Firmicutes
t649633024,Firmicutes
t649989918,Firmicutes
t648028013,Firmicutes
t649633025,Firmicutes
t640427106,Firmicutes
t2511231076,Firmicutes
t2511231204,Firmicutes
t2511231057,Firmicutes
t641522610,Firmicutes
t647533123,Firmicutes
t2510065088,Firmicutes
t637000060,Firmicutes
t650716020,Firmicutes
t641380440,Firmicutes
t643886110,Firmicutes
t643886188,Firmicutes
t651324021,Firmicutes
t646564521,Firmicutes
t643886007,Firmicutes
t650377988,Firmicutes
t650377989,Firmicutes
t650377990,Firmicutes
t637000076,Firmicutes
t650716024,Firmicutes
t651053017,Firmicutes
t2509887034,Firmicutes
t643886112,Firmicutes
t641736113,Firmicutes
t640753016,Firmicutes
t641380428,Firmicutes
t643692016,Firmicutes
t641522618,Firmicutes
t650716025,Firmicutes
t643692017,Firmicutes
t641736148,Firmicutes
t640753018,Firmicutes
t640753017,Firmicutes
t641522617,Firmicutes
t641522619,Firmicutes
t645058817,Firmicutes
t645058813,Firmicutes
t642555125,Firmicutes
t646862320,Firmicutes
t640753019,Firmicutes
t651053018,Firmicutes
t641736137,Firmicutes
t640427109,Firmicutes
t641736147,Firmicutes
t641736144,Firmicutes
t645058703,Firmicutes
t2506783038,Firmicutes
t647533125,Firmicutes
t645058736,Firmicutes
t2506783008,Firmicutes
t643348528,Firmicutes
t648028016,Firmicutes
t648276630,Firmicutes
t650377923,Firmicutes
t2507262051,Firmicutes
t640069308,Firmicutes
t647000226,Firmicutes
t646311914,Firmicutes
t642791606,Firmicutes
t647000227,Firmicutes
t647000228,Firmicutes
t642791631,Firmicutes
t638341066,Firmicutes
t641736218,Firmicutes
t641736217,Firmicutes
t645058803,Firmicutes
t641736216,Firmicutes
t641736219,Firmicutes
t646311915,Firmicutes
t2512047057,Firmicutes
t645951835,Firmicutes
t642979371,Firmicutes
t642979359,Firmicutes
t640753020,Firmicutes
t643348529,Firmicutes
t650716026,Firmicutes
t641380427,Firmicutes
t648028017,Firmicutes
t643886206,Firmicutes
t642979369,Firmicutes
t639633021,Firmicutes
t645058763,Firmicutes
t637000079,Firmicutes
t637000077,Firmicutes
t641736153,Firmicutes
t641736152,Firmicutes
t642555126,Firmicutes
t641736146,Firmicutes
t641736143,Firmicutes
t641736249,Firmicutes
t641736145,Firmicutes
t641228486,Firmicutes
t641736198,Firmicutes
t648028018,Firmicutes
t641736197,Firmicutes
t643886005,Firmicutes
t646206260,Firmicutes
t2509276051,Firmicutes
t651285002,Firmicutes
t649989921,Firmicutes
t641380448,Firmicutes
t641736270,Firmicutes
t650716027,Firmicutes
t641736169,Firmicutes
t642791615,Firmicutes
t649633033,Firmicutes
t649989922,Firmicutes
t649989923,Firmicutes
t637000080,Firmicutes
t640069309,Firmicutes
t645058753,Firmicutes
t642791610,Firmicutes
t650377924,Firmicutes
t649989924,Firmicutes
t646206251,Firmicutes
t650377925,Firmicutes
t643886116,Firmicutes
t641380422,Firmicutes
t650377926,Firmicutes
t643348530,Firmicutes
t2510065016,Firmicutes
t651324024,Firmicutes
t2507262031,Firmicutes
t2507149019,Firmicutes
t643348537,Firmicutes
t637000093,Firmicutes
t2507149024,Firmicutes
t2512875014,Firmicutes
t2510917033,Firmicutes
t2501915963,Firmicutes
t2506783061,Firmicutes
t2510065044,Firmicutes
t2508501136,Firmicutes
t2508501001,Firmicutes
t644736351,Firmicutes
t2508501002,Firmicutes
t2507262026,Firmicutes
t649989927,Firmicutes
t640069310,Firmicutes
t650716033,Firmicutes
t643886183,Firmicutes
t645951833,Firmicutes
t651324025,Firmicutes
t649989928,Firmicutes
t641736133,Firmicutes
t640963046,Firmicutes
t651324030,Firmicutes
t647533127,Firmicutes
t647533128,Firmicutes
t647533129,Firmicutes
t650377929,Firmicutes
t647533130,Firmicutes
t643886004,Firmicutes
t647533131,Firmicutes
t647533132,Firmicutes
t647533133,Firmicutes
t649989932,Firmicutes
t649989933,Firmicutes
t647533134,Firmicutes
t647533135,Firmicutes
t647533136,Firmicutes
t643886073,Firmicutes
t647533137,Firmicutes
t647533138,Firmicutes
t647533139,Firmicutes
t2511231133,Firmicutes
t647000238,Firmicutes
t647000239,Firmicutes
t647000240,Firmicutes
t647533140,Firmicutes
t647533141,Firmicutes
t647533142,Firmicutes
t647533143,Firmicutes
t647533144,Firmicutes
t645058711,Firmicutes
t649989934,Firmicutes
t643886065,Firmicutes
t648276637,Firmicutes
t648276638,Firmicutes
t649989935,Firmicutes
t649989936,Firmicutes
t648276639,Firmicutes
t648276640,Firmicutes
t643886064,Firmicutes
t648276641,Firmicutes
t648276642,Firmicutes
t637000101,Firmicutes
t647533145,Firmicutes
t647533146,Firmicutes
t647533147,Firmicutes
t647533148,Firmicutes
t647533149,Firmicutes
t647533150,Firmicutes
t647533151,Firmicutes
t647533152,Firmicutes
t647533153,Firmicutes
t647533154,Firmicutes
t647000241,Firmicutes
t638341080,Firmicutes
t645951856,Firmicutes
t647000242,Firmicutes
t647000243,Firmicutes
t647000244,Firmicutes
t647000245,Firmicutes
t647000246,Firmicutes
t647000247,Firmicutes
t647533155,Firmicutes
t649989937,Firmicutes
t649989938,Firmicutes
t649989939,Firmicutes
t649989940,Firmicutes
t649989941,Firmicutes
t649989942,Firmicutes
t643886120,Firmicutes
t647000248,Firmicutes
t647533156,Firmicutes
t649989943,Firmicutes
t650377930,Firmicutes
t641736109,Firmicutes
t649989944,Firmicutes
t645951852,Firmicutes
t650716036,Firmicutes
t647533157,Firmicutes
t649989945,Firmicutes
t649633043,Firmicutes
t642979360,Firmicutes
t2509276007,Firmicutes
t649989949,Firmicutes
t650377935,Firmicutes
t641380446,Firmicutes
t644736366,Firmicutes
t643886203,Firmicutes
t649633044,Firmicutes
t644736367,Firmicutes
t650377936,Firmicutes
t650377937,Firmicutes
t649989950,Firmicutes
t645058705,Firmicutes
t650377938,Firmicutes
t641736184,Firmicutes
t650377939,Firmicutes
t640963022,Firmicutes
t648276673,Firmicutes
t641522626,Firmicutes
t643692023,Firmicutes
t649989951,Firmicutes
t645951831,Firmicutes
t650377941,Firmicutes
t641380420,Firmicutes
t650377940,Firmicutes
t2511231077,Firmicutes
t648276674,Firmicutes
t641522627,Firmicutes
t648276675,Firmicutes
t648276676,Firmicutes
t651324031,Firmicutes
t645058834,Firmicutes
t651324034,Firmicutes
t649989952,Firmicutes
t651324035,Firmicutes
t637000118,Firmicutes
t2508501004,Firmicutes
t646564535,Firmicutes
t642791603,Firmicutes
t644736370,Firmicutes
t649633047,Firmicutes
t649633048,Firmicutes
t646311930,Firmicutes
t640069312,Firmicutes
t650716039,Firmicutes
t2511231121,Firmicutes
t645951817,Firmicutes
t647533172,Firmicutes
t649633052,Firmicutes
t650377948,Firmicutes
t2509601017,Firmicutes
t2509887032,Firmicutes
t643348557,Firmicutes
t641522632,Firmicutes
t643886103,Firmicutes
t651324046,Firmicutes
t651324047,Firmicutes
t651324048,Firmicutes
t651324049,Firmicutes
t651324050,Firmicutes
t651324051,Firmicutes
t651324052,Firmicutes
t651324053,Firmicutes
t651324054,Firmicutes
t651324055,Firmicutes
t649989957,Firmicutes
t649989958,Firmicutes
t651324056,Firmicutes
t650716045,Firmicutes
t643886014,Firmicutes
t637000138,Firmicutes
t647000263,Firmicutes
t650716046,Firmicutes
t651053037,Firmicutes
t651324057,Firmicutes
t645951838,Firmicutes
t639633027,Firmicutes
t643886059,Firmicutes
t643886062,Firmicutes
t639633028,Firmicutes
t651053038,Firmicutes
t651053039,Firmicutes
t649633061,Firmicutes
t642555134,Firmicutes
t646206276,Firmicutes
t651324058,Firmicutes
t651324059,Firmicutes
t647533176,Firmicutes
t647000264,Firmicutes
t651285003,Firmicutes
t643886212,Firmicutes
t646206277,Firmicutes
t647533177,Firmicutes
t646564539,Firmicutes
t650377954,Firmicutes
t637000139,Firmicutes
t639633029,Firmicutes
t649633062,Firmicutes
t648276681,Firmicutes
t651324060,Firmicutes
t647533178,Firmicutes
t643886061,Firmicutes
t648231711,Firmicutes
t641522633,Firmicutes
t651324061,Firmicutes
t645058712,Firmicutes
t647000265,Firmicutes
t639633030,Firmicutes
t643886066,Firmicutes
t643886189,Firmicutes
t641228495,Firmicutes
t645951865,Firmicutes
t650377955,Firmicutes
t643886044,Firmicutes
t648276682,Firmicutes
t649989959,Firmicutes
t645951832,Firmicutes
t649989960,Firmicutes
t649989961,Firmicutes
t649989962,Firmicutes
t649989963,Firmicutes
t649989964,Firmicutes
t649989965,Firmicutes
t649989966,Firmicutes
t649989967,Firmicutes
t651324062,Firmicutes
t649989968,Firmicutes
t651324063,Firmicutes
t651324064,Firmicutes
t647533179,Firmicutes
t643886217,Firmicutes
t647000266,Firmicutes
t645058722,Firmicutes
t646206278,Firmicutes
t648276683,Firmicutes
t647533180,Firmicutes
t643886046,Firmicutes
t651053040,Firmicutes
t646564540,Firmicutes
t637000140,Firmicutes
t650716047,Firmicutes
t649989969,Firmicutes
t643886139,Firmicutes
t643886051,Firmicutes
t643886053,Firmicutes
t644736381,Firmicutes
t637000141,Firmicutes
t648028037,Firmicutes
t2500069000,Firmicutes
t638341112,Firmicutes
t643886138,Firmicutes
t642555135,Firmicutes
t640427118,Firmicutes
t643886027,Firmicutes
t643886052,Firmicutes
t650716048,Firmicutes
t644736382,Firmicutes
t646862332,Firmicutes
t642979366,Firmicutes
t2511231185,Firmicutes
t643886127,Firmicutes
t644736383,Firmicutes
t643886045,Firmicutes
t651324065,Firmicutes
t637000142,Firmicutes
t643886048,Firmicutes
t648276684,Firmicutes
t648231712,Firmicutes
t637000143,Firmicutes
t2511231118,Firmicutes
t643886047,Firmicutes
t643886050,Firmicutes
t2511231101,Firmicutes
t2511231201,Firmicutes
t2511231149,Firmicutes
t640069315,Firmicutes
t648231713,Firmicutes
t639633031,Firmicutes
t637000144,Firmicutes
t646311940,Firmicutes
t651053041,Firmicutes
t651324066,Firmicutes
t641522636,Firmicutes
t651324067,Firmicutes
t649633064,Firmicutes
t651324068,Firmicutes
t651324069,Firmicutes
t646564543,Firmicutes
t643886109,Firmicutes
t639633034,Firmicutes
t2511231143,Firmicutes
t650716049,Firmicutes
t643886115,Firmicutes
t637000152,Firmicutes
t2511231098,Firmicutes
t646311941,Firmicutes
t646311942,Firmicutes
t638341117,Firmicutes
t640963064,Firmicutes
t2511231174,Firmicutes
t650377957,Firmicutes
t643692027,Firmicutes
t637000154,Firmicutes
t638341118,Firmicutes
t637000153,Firmicutes
t640963061,Firmicutes
t641736257,Firmicutes
t641736259,Firmicutes
t641736258,Firmicutes
t641736260,Firmicutes
t641736261,Firmicutes
t641736263,Firmicutes
t641736262,Firmicutes
t640963059,Firmicutes
t640963060,Firmicutes
t641736252,Firmicutes
t643886190,Firmicutes
t2512047016,Firmicutes
t2511231184,Firmicutes
t2511231203,Firmicutes
t643886191,Firmicutes
t643348561,Firmicutes
t640963047,Firmicutes
t640963062,Firmicutes
t2511231190,Firmicutes
t640963063,Firmicutes
t641736253,Firmicutes
t651053042,Firmicutes
t646564544,Firmicutes
t639633035,Firmicutes
t648276685,Firmicutes
t641522637,Firmicutes
t643348562,Firmicutes
t2503508009,Firmicutes
t650377958,Firmicutes
t2511231071,Firmicutes
t2512047062,Firmicutes
t647000271,Firmicutes
t649989971,Firmicutes
t651324070,Firmicutes
t650716050,Firmicutes
t2512564044,Firmicutes
t642979367,Firmicutes
t637000167,Firmicutes
t642555142,Firmicutes
t637000201,Firmicutes
t639857018,Firmicutes
t647000285,Firmicutes
t639633047,Firmicutes
t643886104,Firmicutes
t647000286,Firmicutes
t651324079,Firmicutes
t2511231134,Firmicutes
t648276707,Firmicutes
t2506783046,Firmicutes
t649989978,Firmicutes
t641736255,Firmicutes
t2512564039,Firmicutes
t650716070,Firmicutes
t648028048,Firmicutes
t2511231159,Firmicutes
t649633079,Firmicutes
t647533191,Firmicutes
t651324080,Firmicutes
t651324081,Firmicutes
t644736396,Firmicutes
t646311929,Firmicutes
t2511231079,Firmicutes
t649989979,Firmicutes
t641380421,Firmicutes
t2512047066,Firmicutes
t651324085,Firmicutes
t647533194,Firmicutes
t649989981,Firmicutes
t2511231169,Firmicutes
t639633049,Firmicutes
t640427128,Firmicutes
t2503982046,Firmicutes
t648276710,Firmicutes
t649989982,Firmicutes
t647000289,Firmicutes
t648861011,Firmicutes
t648276711,Firmicutes
t2512047067,Firmicutes
t647000290,Firmicutes
t648276712,Firmicutes
t649989983,Firmicutes
t649989984,Firmicutes
t640963014,Firmicutes
t649989993,Firmicutes
t2511231128,Firmicutes
t642979356,Firmicutes
t650377964,Firmicutes
t650377965,Firmicutes
t643886006,Firmicutes
t648276721,Firmicutes
t649633094,Firmicutes
t647000309,Firmicutes
t650377966,Firmicutes
t645951829,Firmicutes
t640963057,Firmicutes
t642791604,Firmicutes
t650377967,Firmicutes
t640963024,Firmicutes
t650377969,Firmicutes
t646206280,Firmicutes
t650377968,Firmicutes
t640963025,Firmicutes
t650377970,Firmicutes
t2512875015,Firmicutes
t2510917034,Firmicutes
t649989996,Firmicutes
t645058738,Firmicutes
t645951808,Firmicutes
t648276723,Firmicutes
t649989997,Firmicutes
t645951802,Firmicutes
t2504557006,Firmicutes
t643886070,Firmicutes
t649989999,Firmicutes
t2512047088,Firmicutes
t2512047070,Firmicutes
t646862342,Firmicutes
t647000313,Firmicutes
t647000314,Firmicutes
t645951818,Firmicutes
t645951801,Firmicutes
t645951822,Firmicutes
t645951823,Firmicutes
t645951839,Firmicutes
t647000315,Firmicutes
t647000316,Firmicutes
t647000317,Firmicutes
t645951843,Firmicutes
t645951828,Firmicutes
t645951816,Firmicutes
t647000318,Firmicutes
t645951827,Firmicutes
t647000319,Firmicutes
t645951867,Firmicutes
t647000320,Firmicutes
t647533221,Firmicutes
t647533226,Firmicutes
t637000272,Firmicutes
t2511231196,Firmicutes
t645951803,Firmicutes
t647533211,Firmicutes
t647533212,Firmicutes
t647533213,Firmicutes
t647533214,Firmicutes
t647533215,Firmicutes
t647000321,Firmicutes
t648276730,Firmicutes
t647533216,Firmicutes
t647533217,Firmicutes
t647533218,Firmicutes
t647533219,Firmicutes
t645058749,Firmicutes
t637000273,Firmicutes
t647533220,Firmicutes
t648231716,Firmicutes
t646311955,Firmicutes
t647533222,Firmicutes
t647533223,Firmicutes
t640753052,Firmicutes
t640427145,Firmicutes
t648231718,Firmicutes
t643886192,Firmicutes
t648231717,Firmicutes
t2511231197,Firmicutes
t637000277,Firmicutes
t2511231205,Firmicutes
t647533224,Firmicutes
t647533225,Firmicutes
t647533227,Firmicutes
t648276731,Firmicutes
t647000322,Firmicutes
t637000274,Firmicutes
t2511231171,Firmicutes
t637000275,Firmicutes
t637000276,Firmicutes
t640753053,Firmicutes
t645058726,Firmicutes
t637000278,Firmicutes
t637000279,Firmicutes
t640753054,Firmicutes
t646862343,Firmicutes
t645058811,Firmicutes
t645058814,Firmicutes
t646862344,Firmicutes
t637000280,Firmicutes
t643692036,Firmicutes
t641736191,Firmicutes
t2511231175,Firmicutes
t647533228,Firmicutes
t647533229,Firmicutes
t651053068,Firmicutes
t651053069,Firmicutes
t651053070,Firmicutes
t643886010,Firmicutes
t651285006,Firmicutes
